id,name,type,description,rarity,height,width,price
2165,粉色现代床,decoration,,gray,2,3,1697
2166,粉色现代沙发,decoration,,gray,2,4,1890
2167,粉色相框,decoration,,gray,2,2,1176
2168,公共长椅,decoration,,gray,3,4,1995
2169,黑色酒吧椅,decoration,,gray,2,1,815
2170,黑色沙发,decoration,,gray,2,3,1663
2171,黑色现代床,decoration,,gray,2,4,1818
2172,黑色现代沙发,decoration,,gray,3,3,2203
2173,黑色相框,decoration,,gray,2,2,1188
2174,黑色羊毛,decoration,,gray,2,2,1236
2175,红色酒吧椅,decoration,,gray,2,1,840
2176,红色沙发,decoration,,gray,2,4,1818
2177,红色现代床,decoration,,gray,3,3,2162
2178,红色现代沙发,decoration,,gray,3,4,1995
2179,红色相框,decoration,,gray,2,2,1224
2180,户外用桌,decoration,,gray,2,3,1663
2181,花岗岩咖啡桌,decoration,,gray,2,4,1800
2182,花岗岩书桌,book;decoration,,gray,3,3,2241
2183,花岗岩椅子,decoration,,gray,2,1,891
2184,花岗岩桌,decoration,,gray,4,3,2078
2185,黄绿色酒吧椅,decoration,,gray,2,1,798
2186,黄绿色沙发,decoration,,gray,2,4,1728
2187,黄绿色现代床,decoration,,gray,3,3,2058
2188,黄绿色现代沙发,decoration,,gray,3,4,2162
2189,黄绿色相框,decoration,,gray,2,2,1164
2190,黄绿色羊毛,decoration,,gray,2,2,1212
2191,黄色酒吧椅,decoration,,gray,2,1,815
2192,黄色沙发,decoration,,gray,3,3,2037
2193,黄色现代床,decoration,,gray,3,4,2099
2194,黄色现代沙发,decoration,,gray,4,3,2203
2195,黄色相框,decoration,,gray,2,2,1188
2196,黄色羊毛,decoration,,gray,2,2,1236
2197,灰色混凝土,decoration,,gray,2,2,1140
2198,灰色酒吧椅,decoration,,gray,2,1,891
2199,灰色沙发,decoration,,gray,4,3,1954
2200,灰色现代床,decoration,,gray,2,3,1646
2201,灰色现代沙发,decoration,,gray,2,4,1836
2202,灰色相框,decoration,,gray,2,2,1140
2203,灰色羊毛,decoration,,gray,2,2,1188
2204,金合欢木咖啡桌,decoration,,green,4,3,6984
2205,金合欢木书桌,book;decoration,,green,2,3,6142
2206,金合欢木椅子,decoration,,green,2,1,3000
2207,金合欢木桌,decoration,,green,3,3,6984
2208,酒吧椅,decoration,,gray,2,1,899
2209,狂欢沙发,decoration,,gray,4,3,2120
2210,蓝色酒吧椅,decoration,,gray,2,1,806
2211,蓝色沙发,decoration,,gray,2,4,1746
2212,蓝色现代床,decoration,,gray,3,3,2078
2213,蓝色现代沙发,decoration,,gray,3,4,2182
2214,蓝色相框,decoration,,gray,2,2,1176
2215,蓝色羊毛,decoration,,gray,2,2,1224
2216,绿色酒吧椅,decoration,,gray,2,1,857
2217,绿色沙发,decoration,,gray,3,3,2141
2218,绿色现代床,decoration,,gray,3,4,2203
2219,绿色现代沙发,decoration,,gray,4,3,2037
2220,绿色相框,decoration,,gray,2,2,1248
2221,绿色羊毛,decoration,,gray,2,2,1140
2222,品红色酒吧椅,decoration,,gray,2,1,840
2223,品红色沙发,decoration,,gray,3,4,2099
2224,品红色现代床,decoration,,gray,4,3,2162
2225,品红色现代沙发,decoration,,gray,2,3,1629
2226,品红色相框,decoration,,gray,2,2,1224
2227,品红色羊毛,decoration,,gray,2,2,1272
2228,青色酒吧椅,decoration,,gray,2,1,857
2229,青色沙发,decoration,,gray,4,3,2141
2230,青色现代床,decoration,,gray,2,3,1799
2231,青色现代沙发,decoration,,gray,2,4,1764
2232,青色相框,decoration,,gray,2,2,1248
2233,青色羊毛,decoration,,gray,2,2,1140
2234,沙发,decoration,,gray,4,3,1975
2235,闪长岩咖啡桌,decoration,,gray,2,3,1731
2236,闪长岩书桌,book;decoration,,green,2,4,6930
2237,闪长岩椅子,decoration,,gray,2,1,798
2238,闪长岩桌,decoration,,gray,3,4,2120
2239,深色橡木咖啡桌,decoration,,gray,4,3,2182
2240,深色橡木书桌,book;decoration,,green,2,3,6730
2241,深色橡木椅子,decoration,,gray,2,1,823
2242,深色橡木桌,decoration,,gray,3,3,2182
2243,石椅子,decoration,,gray,2,1,832
2244,石质咖啡桌,decoration,,gray,4,3,2120
2245,石质书桌,book;decoration,,green,2,3,6534
2246,石桌,decoration,,gray,2,4,1908
2247,现代咖啡桌,decoration,,gray,3,3,2078
2248,现代推拉门,decoration,,gray,3,2,1455
2249,现代椅子,decoration,,gray,2,1,891
2250,现代桌子,decoration,,gray,2,3,1731
2251,橡木咖啡桌,decoration,,gray,2,4,1710
2252,橡木书桌,book;decoration,,green,3,3,8482
2253,橡木椅子,decoration,,gray,2,1,849
2254,橡木桌,decoration,,gray,4,3,1975
2255,云杉木咖啡桌,decoration,,gray,2,3,1663
2256,云杉木书桌,book;decoration,,green,2,4,6653
2257,云杉木椅子,decoration,,gray,2,1,874
2258,云杉木桌,decoration,,gray,3,4,2037
2259,紫色酒吧椅,decoration,,gray,2,1,857
2260,紫色沙发,decoration,,gray,2,3,1748
2261,紫色现代床,decoration,,gray,2,4,1908
2262,紫色现代沙发,decoration,,gray,3,3,2037
2263,紫色相框,decoration,,gray,2,2,1248
2264,紫色羊毛,decoration,,gray,2,2,1140
2265,棕色酒吧椅,decoration,,gray,2,1,806
2266,棕色沙发,decoration,,gray,2,4,1746
2267,棕色现代床,decoration,,gray,3,3,2078
2268,棕色现代沙发,decoration,,gray,3,4,2182
2269,棕色相框,decoration,,gray,2,2,1176
2270,棕色羊毛,decoration,,gray,2,2,1224
2271,白色礼物,decoration,,gray,2,2,1200
2272,包裹,decoration,,gray,2,2,1152
2273,彩色小灯,decoration,,gray,2,1,857
2274,橙色礼物,decoration,,gray,2,2,1188
2275,淡灰色礼物,decoration,,gray,2,2,1140
2276,淡蓝色礼物,decoration,,gray,2,2,1176
2277,粉色礼物,decoration,,gray,2,2,1212
2278,黑色礼物,decoration,,gray,2,2,1224
2279,红色礼物,decoration,,gray,2,2,1260
2280,花环,decoration,,gray,3,2,1514
2281,黄绿色礼物,decoration,,gray,2,2,1200
2282,黄色礼物,decoration,,gray,2,2,1224
2283,灰色礼物,decoration,,gray,2,2,1176
2284,蓝色礼物,decoration,,gray,2,2,1212
2285,绿色礼物,decoration,,gray,2,2,1128
2286,品红色礼物,decoration,,gray,2,2,1260
2287,青色礼物,decoration,,gray,2,2,1128
2288,圣诞树,decoration,,gray,2,2,1212
2289,紫色礼物,decoration,,gray,2,2,1128
2290,棕色礼物,decoration,,gray,2,2,1212
2291,烤肉串,decoration;food,,green,1,1,1995
2292,面包片,decoration;food,,green,1,1,2058
2293,肉,decoration;food,,green,1,1,2016
2294,生肉串,decoration;food,,green,1,1,2079
2295,熟肉,decoration;food,,green,1,1,2142
2296,熟香肠,decoration;food,,green,1,1,1995
2297,吐司,decoration;food,,green,1,1,2226
2298,香肠,decoration;food,,green,1,1,2142
2299,白桦木公园长椅,decoration,,gray,4,3,2141
2300,白桦木门铃,decoration,,gray,2,2,1128
2301,白桦木升级栅栏,decoration,,gray,2,1,806
2302,白桦木升级栅栏门,decoration,,gray,3,2,1396
2303,白桦木信箱,decoration,,gray,2,2,1176
2304,白色地毯,decoration,,gray,1,1,600
2305,白色门垫,decoration,,gray,2,2,1200
2306,白色围栏,decoration,,gray,2,2,1212
2307,白色栅栏门,decoration,,gray,3,2,1499
2308,蹦床,decoration,,gray,3,4,2182
2309,城堡网,decoration,,gray,2,2,1236
2310,橙色门垫,decoration,,gray,2,2,1188
2311,充气城堡,decoration,,gray,2,2,1164
2312,丛林木公园长椅,decoration,,gray,3,3,2099
2313,丛林木门铃,decoration,,gray,2,2,1260
2314,丛林木升级栅栏,decoration,,gray,2,1,899
2315,丛林木升级栅栏门,decoration,,gray,3,2,1558
2316,丛林木信箱,decoration,,gray,2,2,1152
2317,丛林树篱,decoration,,gray,2,2,1128
2318,淡灰色门垫,decoration,,gray,2,2,1140
2319,淡蓝色地毯,decoration,,gray,1,1,588
2320,淡蓝色门垫,decoration,,gray,2,2,1176
2321,地狱砖升级栅栏,decoration,,gray,2,1,874
2322,电栅栏,decoration,,gray,2,1,865
2323,粉色门垫,decoration,,gray,2,2,1212
2324,黑色门垫,decoration,,gray,2,2,1224
2325,红色门垫,decoration,,gray,2,2,1260
2326,桦木树篱,decoration,,gray,2,2,1164
2327,黄绿色门垫,decoration,,gray,2,2,1200
2328,黄色门垫,decoration,,gray,2,2,1224
2329,灰色地毯,decoration,,gray,1,1,588
2330,灰色门垫,decoration,,gray,2,2,1176
2331,金合欢木公园长椅,decoration,,green,2,4,6300
2332,金合欢木门铃,decoration,,green,2,2,4368
2333,金合欢木升级栅栏,decoration,,green,2,1,3118
2334,金合欢木升级栅栏门,decoration,,green,3,2,5401
2335,金合欢木信箱,decoration,,green,2,2,3990
2336,金合欢树篱,decoration,,green,2,2,4452
2337,蓝色门垫,decoration,,gray,2,2,1212
2338,绿色门垫,decoration,,gray,2,2,1128
2339,品红色门垫,decoration,,gray,2,2,1260
2340,青色门垫,decoration,,gray,2,2,1128
2341,深色橡木公园长椅,decoration,,gray,2,4,1728
2342,深色橡木门铃,decoration,,gray,2,2,1200
2343,深色橡木升级栅栏,decoration,,gray,2,1,857
2344,深色橡木升级栅栏门,decoration,,gray,3,2,1484
2345,深色橡木信箱,decoration,,gray,2,2,1248
2346,深色橡树树篱,decoration,,gray,2,2,1272
2347,石板路,decoration,,gray,2,2,1152
2348,石头按钮,decoration,,gray,1,1,624
2349,跳板,decoration,,gray,1,1,594
2350,下界砖栅栏,decoration,,blue,2,1,7976
2351,现代户外用桌,decoration,,gray,2,4,1908
2352,现代楼梯,decoration,,gray,2,2,1176
2353,橡木公园长椅,decoration,,gray,3,4,2058
2354,橡木门铃,decoration,,gray,2,2,1236
2355,橡木升级栅栏,decoration,,gray,2,1,882
2356,橡木升级栅栏门,decoration,,gray,3,2,1528
2357,橡木信箱,decoration,,gray,2,2,1128
2358,橡木栅栏,decoration,,gray,2,1,882
2359,橡木栅栏门,decoration,,gray,3,2,1528
2360,橡树树篱,decoration,,gray,2,2,1152
2361,小鸟池,decoration,,gray,2,2,1248
2362,烟囱,decoration,,gray,2,2,1248
2363,云杉木公园长椅,decoration,,gray,3,4,2120
2364,云杉木门铃,decoration,,gray,2,2,1272
2365,云杉木升级栅栏,decoration,,gray,2,1,798
2366,云杉木升级栅栏门,decoration,,gray,3,2,1382
2367,云杉木信箱,decoration,,gray,2,2,1164
2368,云杉树篱,decoration,,gray,2,2,1140
2369,紫色门垫,decoration,,gray,2,2,1128
2370,棕色地毯,decoration,,gray,1,1,606
2371,棕色门垫,decoration,,gray,2,2,1212
2372,花洒,decoration,,gray,2,2,1200
2373,镜子,decoration,,gray,3,2,1455
2374,淋浴,decoration,,gray,2,2,1200
2375,马桶,decoration,,gray,2,1,798
2376,水龙头,decoration,,gray,2,2,1164
2377,浴缸,decoration,,gray,3,3,2120
2378,玻璃杯,decoration,,gray,2,2,1164
2379,超级肥皂水,decoration,,gray,2,2,1236
2380,锤子,decoration,,gray,3,2,1396
2381,刀,decoration,,gray,2,2,1248
2382,低温冰冻包,decoration,,gray,2,2,1272
2383,肥皂水,decoration,,gray,2,2,1248
2384,刮刀,decoration,,gray,2,2,1140
2385,墨盒,decoration,,gray,2,2,1236
2386,配方手册,book;decoration,,green,1,1,2449
2387,撬棍,decoration,,gray,2,2,1164
2388,香皂,decoration,,gray,2,2,1188
2389,信封,decoration,,gray,2,2,1248
2390,原木条,decoration,,gray,2,2,1260
2391,白色灯,decoration;tech,,blue,2,1,11812
2392,橙色灯,decoration;tech,,blue,2,1,11688
2393,淡灰色灯,decoration;tech,,blue,2,1,12796
2394,淡蓝色灯,decoration;tech,,blue,2,1,11565
2395,灯,decoration;tech,,blue,2,1,11688
2396,灯开关,decoration;tech,,blue,2,1,12796
2397,粉色灯,decoration;tech,,blue,2,1,11935
2398,黑色灯,decoration;tech,,blue,2,1,12058
2399,红色灯,decoration;tech,,blue,2,1,12427
2400,黄绿色灯,decoration;tech,,blue,2,1,11812
2401,黄色灯,decoration;tech,,blue,2,1,12058
2402,灰色灯,decoration;tech,,blue,2,1,11565
2403,火堆,decoration;tech,,blue,2,2,16704
2404,蓝色灯,decoration;tech,,blue,2,1,11935
2405,绿色灯,decoration;tech,,blue,2,1,12673
2406,品红色灯,decoration;tech,,blue,2,1,12427
2407,青色灯,decoration;tech,,blue,2,1,12673
2408,吸顶灯,decoration;tech,,blue,2,1,12919
2409,现代灯,decoration;tech,,blue,2,1,12673
2410,紫色灯,decoration;tech,,blue,2,1,12673
2411,棕色灯,decoration;tech,,blue,2,1,11935
2412,阿勒锭,ore,,green,1,1,2750
2413,阿勒粒,ore,,green,1,1,2920
2414,暗影之石,ore;magic,,purple,1,1,156077
2415,暗影铸块,ore;magic,,purple,2,2,171301
2416,炽炎宝石块,ore,,green,2,2,5783
2417,炽炎锭,ore,,green,1,1,2722
2418,充能集流器,ore,,green,1,1,2863
2419,传说末影之眼,ore,,green,1,1,2665
2420,纯净海蓝颗粒,ore,,green,1,1,2835
2421,丛林碎块,ore,,green,1,1,3005
2422,丛林之石,ore,,green,1,1,2977
2423,大地碎块,ore,,green,1,1,2835
2424,大地之石,ore,,green,1,1,2807
2425,独眼巨人之眼,ore,,green,1,1,2807
2426,独眼巨人之眼碎块,ore,,green,1,1,2778
2427,腐化碎块,ore,,green,1,1,2863
2428,腐化之石,ore,,green,1,1,2835
2429,附魔山脉宝石,ore,,green,1,1,2807
2430,附魔山脉碎片,ore,,green,1,1,2892
2431,附魔山脉之魂,ore,,green,1,1,2807
2432,附魔山脉之心,ore,,green,1,1,2948
2433,海蓝锭,ore,,green,1,1,2892
2434,海蓝颗粒,ore,,green,1,1,3005
2435,海蓝烈焰棒,ore,,green,1,1,2665
2436,海蓝球,ore,,green,1,1,2863
2437,寒冰碎块,ore,,green,1,1,2920
2438,寒冰之石,ore,,green,1,1,2892
2439,滑齿龙齿,ore,,green,1,1,2948
2440,滑齿龙头颅,ore,,green,1,1,2665
2441,基岩块,ore,,red,2,2,461700
2442,集能器碎片,ore,,green,1,1,2693
2443,监视之眼,ore,,green,1,1,2892
2444,鲸鳍,ore,,green,1,1,3005
2445,克拉肯鳞片,ore,,green,1,1,2920
2446,克拉肯皮,ore,,green,1,1,2778
2447,空境宝石,ore,,green,1,1,2665
2448,空境碎片,ore,,green,1,1,2750
2449,空境之魂,ore,,green,1,1,2665
2450,空境之心,ore,,green,1,1,2807
2451,蓝焰之石,ore,,green,1,1,2722
2452,卢比锭,ore,,green,1,1,2665
2453,卢比粒,ore,,green,1,1,2835
2454,马辛,ore,,green,1,1,2977
2455,末影碎块,ore,,green,1,1,2665
2456,末影之石,ore,,green,1,1,3005
2457,怒焰粉,ore,,green,1,1,2722
2458,熔火碎块,ore,,green,1,1,2778
2459,熔火之石,ore,,green,1,1,2750
2460,熔岩宝石,ore;magic,,purple,1,1,178438
2461,鲨鱼鳍,ore,,green,1,1,2750
2462,神圣碎块,ore;magic,,red,2,4,1135574
2463,神圣之石,ore;magic,,red,3,3,1377543
2464,死域宝石,ore,,green,1,1,2693
2465,死域碎片,ore,,green,1,1,2778
2466,死域之魂,ore,,green,1,1,2693
2467,死域之心,ore,,green,1,1,2835
2468,现石锭,ore,,green,1,1,2977
2469,现石粒,ore,,green,1,1,2778
2470,蟹钳,ore,,green,1,1,2977
2471,血宝石,ore,,green,1,1,2750
2472,伊甸宝石,ore;magic,,purple,1,1,169176
2473,伊甸碎片,ore;magic,,purple,1,1,171301
2474,伊甸之魂,ore;magic,,purple,1,1,163804
2475,伊甸之心,ore;magic,,purple,1,1,174869
2476,狱石锭,ore,,green,1,1,2722
2477,原始森林宝石,ore,,green,1,1,2778
2478,原始森林碎片,ore,,green,1,1,2863
2479,原始森林之魂,ore,,green,1,1,2778
2480,原始森林之心,ore,,green,1,1,2920
2481,紫焰粉,ore,,green,1,1,2722
2482,阿勒偏转者,equipment,,green,2,2,5613
2483,附魔山脉之盾,equipment,,green,3,2,6736
2484,空境长盾,equipment,,green,3,2,6528
2485,卢比反射者,equipment,,green,2,2,5783
2486,现石盾,equipment,,green,3,2,6944
2487,岩晶大盾,equipment,,green,3,2,6736
2488,伊甸宙斯盾,equipment;magic,,gold,3,2,312751
2489,原始森林守护者,equipment,,green,2,2,5387
2490,致命者,equipment,,green,2,2,5954
2491,阿勒锄,tool,,green,1,4,4988
2492,阿勒斧,tool,,green,3,2,6366
2493,阿勒镐,tool,,green,3,2,6816
2494,阿勒锹,tool,,green,3,1,5040
2495,阿勒锹镐斧,tool,,green,3,2,6237
2496,柏油桶,tool,,green,2,2,5145
2497,腐化斧,tool,,green,3,2,6366
2498,腐化镐,tool,,green,3,2,6816
2499,腐化锹,tool,,green,3,1,5040
2500,附魔山脉斧,tool,,green,3,2,6044
2501,附魔山脉镐,tool,,green,3,2,6494
2502,附魔山脉锹,tool,,green,3,1,5460
2503,光之宝珠,tool,,green,1,4,5198
2504,基岩斧,tool,,red,3,2,584203
2505,基岩镐,tool,,red,3,2,551135
2506,基岩锹,tool,,red,3,1,518209
2507,空境斧,tool,,green,3,2,6559
2508,空境镐,tool,,green,3,2,6173
2509,空境锹,tool,,green,3,1,5198
2510,卢比锄,tool,,green,1,5,6163
2511,卢比斧,tool,,green,3,2,6173
2512,卢比镐,tool,,green,3,2,6623
2513,卢比锹,tool,,green,3,1,5565
2514,卢比锹镐斧,tool,,green,3,2,6044
2515,梦境斧,tool,,green,3,2,6494
2516,梦境镐,tool,,green,3,2,6108
2517,梦境锹,tool,,green,3,1,5145
2518,神圣斧,tool;magic,,red,3,2,862857
2519,神圣镐,tool;magic,,red,3,2,812594
2520,神圣锹,tool;magic,,red,3,1,684000
2521,神圣锹镐斧,tool;magic,,red,3,2,846103
2522,生成 烈焰奎克斯,tool,,green,1,5,5987
2523,生成 塞蒙,tool,,green,3,1,5093
2524,生成 泰利库,tool,,green,4,1,5250
2525,生成 治疗傀儡,tool,,green,5,1,5928
2526,死域斧,tool,,green,3,2,6623
2527,死域镐,tool,,green,3,2,6237
2528,死域锹,tool,,green,3,1,5250
2529,现石锄,tool,,green,3,1,5408
2530,现石斧,tool,,green,3,2,6044
2531,现石镐,tool,,green,3,2,6494
2532,现石锹,tool,,green,3,1,5460
2533,伊甸斧,tool;magic,,purple,3,2,98712
2534,伊甸镐,tool;magic,,purple,3,2,92848
2535,伊甸火花,tool;magic,,purple,3,1,66344
2536,伊甸锹,tool;magic,,purple,3,1,87435
2537,原始森林斧,tool,,green,3,2,6816
2538,原始森林镐,tool,,green,3,2,6430
2539,原始森林锹,tool,,green,3,1,5408
2540,治疗之石,tool,,green,1,5,5987
2541,暗影硬币,ore;magic,,purple,1,1,193515
2542,肮脏珍珠,ore,,green,1,1,2920
2543,地牢代币,ore,,green,1,1,2665
2544,干净珍珠,ore,,green,1,1,3005
2545,集能器,ore,,green,1,1,2920
2546,秘金,ore,,green,1,1,2977
2547,抛光珍珠,ore,,green,1,1,2920
2548,闪亮珍珠,ore,,green,1,1,2948
2549,白蘑菇,food,,gray,1,1,594
2550,薄荷糖,food,,gray,1,1,594
2551,蛋奶酒,food,,gray,1,1,624
2552,冬莓,food,,gray,1,1,588
2553,番茄,food,,gray,1,1,576
2554,粉光骨,food,,gray,1,1,612
2555,富集魔法肉,food,,gray,1,1,630
2556,赋能肉,food,,gray,1,1,612
2557,高级蘑菇煲,food,,green,1,1,2079
2558,鸡肉煲,food,,gray,1,1,570
2559,金银花,food,,gray,1,1,600
2560,禁果,food,,gray,1,1,564
2561,苛蕨,food,,gray,1,1,636
2562,梦境蛋糕,food,,gray,1,1,594
2563,梦境胡萝卜,food,,gray,1,1,630
2564,梦境酸糖,food,,gray,1,1,618
2565,梦境甜瓜,food,,gray,1,1,576
2566,梦境甜糖,food,,gray,1,1,582
2567,梦境馅饼,food,,gray,1,1,594
2568,魔法肉,food,,gray,1,1,570
2569,木材巧克力,food,,gray,1,1,606
2570,奶酪,food,,gray,1,1,582
2571,生赋能肉,food,,gray,1,1,564
2572,熟鸡蛋,food,,gray,1,1,624
2573,水果蛋糕,food,,gray,1,1,618
2574,天空花,food,,gray,1,1,582
2575,甜甜圈,food,,gray,1,1,576
2576,雪糕筒,food,,gray,1,1,606
2577,熏猪肉,food,,gray,1,1,582
2578,月亮苞,food,,gray,1,1,594
2579,灼热南瓜派,food,,gray,1,1,600
2580,紫光骨,food,,gray,1,1,570
2581,堕落单刃剑,equipment,,green,3,1,5009
2582,堕落法杖,equipment,,green,3,2,7153
2583,堕落飞盘,equipment,,green,3,2,6736
2584,堕落炮,equipment,,green,3,2,7014
2585,堕落之锤,equipment,,green,3,2,6805
2586,堕落之弓,equipment,,green,3,2,7083
2587,堕落之爪,equipment,,green,3,2,7014
2588,黑暗魔杖,equipment,,green,3,2,6875
2589,黑暗之弓,equipment,,green,3,2,7153
2590,黑暗之环,equipment,,green,3,2,7014
2591,黑暗之剑,equipment,,green,3,1,4910
2592,黑暗之爪,equipment,,green,3,2,7083
2593,精湛单刃剑,equipment,,green,3,1,5009
2594,精湛法杖,equipment,,green,3,2,7153
2595,精湛飞盘,equipment,,green,3,2,6736
2596,精湛炮,equipment,,green,3,2,7014
2597,精湛之锤,equipment,,green,3,2,6805
2598,精湛之弓,equipment,,green,3,2,7083
2599,精湛之爪,equipment,,green,3,2,7014
2600,卡洛斯单刃剑,equipment,,green,3,1,5156
2601,卡洛斯法杖,equipment,,green,3,2,7361
2602,卡洛斯岩石锤,equipment,,green,3,2,7014
2603,卡洛斯之锤,equipment,,green,3,2,7014
2604,卡洛斯之爪,equipment,,green,3,2,7222
2605,魔化单刃剑,equipment,,green,3,1,5205
2606,魔化法杖,equipment,,green,3,2,6528
2607,魔化飞盘,equipment,,green,3,2,7014
2608,魔化炮,equipment,,green,3,2,7292
2609,魔化之锤,equipment,,green,3,2,7083
2610,魔化之弓,equipment,,green,3,2,7361
2611,魔化之爪,equipment,,green,3,2,7292
2612,飘渺魔杖,equipment,,green,3,2,6667
2613,飘渺之锤,equipment,,green,3,2,6667
2614,飘渺之弓,equipment,,green,3,2,6944
2615,飘渺之环,equipment,,green,3,2,6805
2616,飘渺之剑,equipment,,green,3,1,4763
2617,飘渺之爪,equipment,,green,3,2,6875
2618,闪耀单刃剑,equipment,,green,3,1,5107
2619,闪耀法杖,equipment,,green,3,2,7292
2620,闪耀飞盘,equipment,,green,3,2,6875
2621,闪耀炮,equipment,,green,3,2,7153
2622,闪耀之锤,equipment,,green,3,2,6944
2623,闪耀之弓,equipment,,green,3,2,7222
2624,闪耀之爪,equipment,,green,3,2,7153
2625,神圣魔杖,equipment;magic,,red,3,2,986669
2626,神圣之锤,equipment;magic,,red,3,2,1208417
2627,神圣之弓,equipment;magic,,red,3,2,887989
2628,神圣之环,equipment;magic,,red,3,2,1232112
2629,神圣之爪,equipment;magic,,red,3,2,1135574
2630,圣魔单刃剑,equipment,,green,3,1,5058
2631,圣魔法杖,equipment,,green,3,2,7222
2632,圣魔之锤,equipment,,green,3,2,6875
2633,圣魔之爪,equipment,,green,3,2,7083
2634,四相单刃剑,equipment,,green,3,1,4714
2635,四相法杖,equipment,,green,3,2,6736
2636,四相之锤,equipment,,green,3,2,7292
2637,四相之爪,equipment,,green,3,2,6597
2638,刑罚单刃剑,equipment,,green,3,1,5205
2639,刑罚法杖,equipment,,green,3,2,6528
2640,刑罚飞盘,equipment,,green,3,2,7014
2641,刑罚炮,equipment,,green,3,2,7292
2642,刑罚之锤,equipment,,green,3,2,7083
2643,刑罚之弓,equipment,,green,3,2,7361
2644,刑罚之爪,equipment,,green,3,2,7292
2645,炎魔单刃剑,equipment,,green,3,1,4763
2646,炎魔法杖,equipment,,green,3,2,6805
2647,炎魔之锤,equipment,,green,3,2,7361
2648,炎魔之爪,equipment,,green,3,2,6667
2649,永恒之光,equipment,,green,2,2,5557
2650,永恒之骇,equipment,,green,2,2,5783
2651,永恒之辉,equipment,,green,2,2,5443
2652,永恒之视,equipment,,green,2,2,5840
2653,永恒之夜,equipment,,green,2,2,5613
2654,远古魔杖,equipment,,green,3,2,7083
2655,远古之锤,equipment,,green,3,2,7083
2656,远古之弓,equipment,,green,3,2,7361
2657,远古之环,equipment,,green,3,2,7222
2658,远古之剑,equipment,,green,3,1,5058
2659,远古之爪,equipment,,green,3,2,7292
2660,暗梦境砖块,magic;multiblock,,gold,4,4,547960
2661,别墅灯,magic;multiblock,,gold,4,4,521360
2662,大厅墙,magic;multiblock,,gold,4,4,500080
2663,堆叠禁室墙,magic;multiblock,,gold,4,4,505400
2664,蜂巢壁,magic;multiblock,,gold,4,4,510720
2665,蜂巢灯,magic;multiblock,,gold,4,4,532000
2666,黑色卡洛斯砖,magic;multiblock,,gold,4,4,558600
2667,火焰灯,magic;multiblock,,gold,4,4,553280
2668,火焰水晶,magic;multiblock;ore,,red,4,4,1313280
2669,禁室墙,magic;multiblock,,gold,4,4,500080
2670,卡洛斯发射器,magic;multiblock,,gold,4,4,563920
2671,卡洛斯红色高温瓷砖,magic;multiblock,,gold,4,4,563920
2672,卡洛斯绿色高温瓷砖,magic;multiblock,,gold,4,4,505400
2673,蓝色卡洛斯砖,magic;multiblock,,gold,4,4,553280
2674,亮梦境砖块,magic;multiblock,,gold,4,4,558600
2675,平滑玻璃,magic;multiblock,,gold,4,4,537320
2676,炎魔光束,magic;multiblock,,gold,4,4,537320
2677,月影石头,magic;multiblock,,gold,4,4,505400
2678,月影砖块,magic;multiblock,,gold,4,4,505400
2679,转换禁室墙,magic;multiblock,,gold,4,4,526680
2680,地牢监管者祭坛,magic;multiblock,,gold,4,4,505400
2681,老道的浮游者召唤笼,magic;multiblock,,red,4,4,1285920
2682,秘界寄生虫祭坛,magic;multiblock,,gold,4,4,505400
2683,太阳风暴召唤笼,magic;multiblock,,red,4,4,1313280
2684,永恒射手召唤笼,book;magic;multiblock,,red,4,4,1368000
2685,原始躁木召唤笼,magic;multiblock,,red,4,4,1381680
2686,部落号角,magic;loot,,gold,4,4,565054
2687,地狱之火,magic;loot,,gold,3,3,704900
2688,颠叟水晶,magic;loot;ore,,red,4,5,1560060
2689,附魔山脉宝石块,magic;loot;ore,,gold,4,3,582898
2690,基础召唤水晶,magic;loot;ore,,red,5,5,1641600
2691,监视者之召,magic;loot,,gold,5,3,576950
2692,卡萝特水晶,magic;loot;ore,,gold,5,2,576950
2693,空境宝石块,magic;loot;ore,,gold,2,3,630482
2694,冥鬼独角兽水晶,magic;loot;ore,,gold,5,4,704900
2695,暮光恶魔水晶,magic;loot;ore,,gold,2,4,594794
2696,瑞弗水晶,magic;loot;ore,,gold,3,3,600742
2697,神秘之钟,magic;loot,,gold,5,4,624534
2698,嗜魂魔水晶,magic;loot;ore,,gold,4,5,588846
2699,死域宝石块,magic;loot;ore,,gold,3,5,559106
2700,巫师之书,book;magic;loot,,gold,4,5,618586
2701,伊甸宝石块,magic;loot;ore,,gold,3,2,624534
2702,永恒射手水晶,book;magic;loot;ore,,red,2,4,1404034
2703,原始森林宝石块,magic;loot;ore,,gold,5,5,645050
2704,寰宇肉丸,food;magic,,gold,1,1,567435
2705,超级煲,food;magic,所有的食物浓缩而成,red,3,3,3547960
2706,寰宇支配之剑,tool;tech;magic;,,red,4,2,9999999
2707,世界崩解之镐,tool;tech;magic;ore,,red,4,3,8153452
2708,自然荒芜之斧,tool;tech;magic;natural,,red,3,2,7945228
2709,星球吞噬之锹,tool;tech;magic;natural,,red,3,1,7264362
2710,无尽头盔,equipment;tech;magic,,red,2,3,7777777
2711,无尽胸甲,equipment;tech;magic,,red,4,4,7777777
2712,无尽护腿,equipment;tech;magic,,red,5,3,7777777
2713,无尽靴子,equipment;tech;magic,,red,2,2,7777777
2714,中子态素块,ore,,gold,5,5,555555
